Time,PSENLeaf2_0,PSENLeaf2_0.0003,PSENLeaf2_0.0006,PSENLeaf2_0.0009,PSENLeaf2_0.0012
38631,0.313225180630392,0.313225180630392,0.313225180630392,0.313225180630392,0.313225180630392
38632,0.331694815153514,0.331694815153514,0.331694815153514,0.331694815153514,0.331694815153514
38633,0.349728831191388,0.349728831191388,0.349728831191388,0.349728831191388,0.349728831191388
38634,0.365886411870011,0.365886411870011,0.365886411870011,0.365886411870011,0.365886411870011
38635,0.372681121057294,0.372681121057294,0.372681121057294,0.372681121057294,0.372681121057294
38636,0.386642832000275,0.386642832000275,0.386642832000275,0.386642832000275,0.386642832000275
38637,0.403793267947225,0.403793267947225,0.403793267947225,0.403793267947225,0.403793267947225
38638,0.419781401689847,0.419781401689847,0.419781401689847,0.419781401689847,0.419781401689847
38639,0.433894471487046,0.433894471487046,0.433894471487046,0.433894471487046,0.433894471487046
38640,0.442042070237065,0.442042070237065,0.442042070237065,0.442042070237065,0.442042070237065
38641,0.453784514129059,0.453784514129059,0.453784514129059,0.453784514129059,0.453784514129059
38642,0.463222953446349,0.463222953446349,0.463222953446349,0.463222953446349,0.463222953446349
38643,0.467407065166237,0.467407065166237,0.467407065166237,0.467407065166237,0.467407065166237
38644,0.473927160889344,0.473927160889344,0.473927160889344,0.473927160889344,0.473927160889344
38645,0.482101768658915,0.482101768658915,0.482101768658915,0.482101768658915,0.482101768658915
38646,0.486265732542262,0.486265732542262,0.486265732542262,0.486265732542262,0.486265732542262
38647,0.493523809622539,0.493523809622539,0.493523809622539,0.493523809622539,0.493523809622539
38648,0.499719631672507,0.499719631672507,0.499719631672507,0.499719631672507,0.499719631672507
38649,0.506326477027319,0.506326477027319,0.506326477027319,0.506326477027319,0.506326477027319
38650,0.51049036277714,0.51049036277714,0.51049036277714,0.51049036277714,0.51049036277714
38651,0.512026229752988,0.512026229752988,0.512026229752988,0.512026229752988,0.512026229752988
38652,0.519896484472855,0.519896484472855,0.519896484472855,0.519896484472855,0.519896484472855
38653,0.53227816883043,0.53227816883043,0.53227816883043,0.53227816883043,0.53227816883043
38654,0.548465718042525,0.548465718042525,0.548465718042525,0.548465718042525,0.548465718042525
38655,0.561779520287415,0.561779520287415,0.561779520287415,0.561779520287415,0.561779520287415
38656,0.577979721540252,0.577979721540252,0.577979721540252,0.577979721540252,0.577979721540252
38657,0.592475364941779,0.592475364941779,0.592475364941779,0.592475364941779,0.592475364941779
38658,0.597000843560635,0.597000843560635,0.597000843560635,0.597000843560635,0.597000843560635
38659,0.603175677813757,0.603175677813757,0.603175677813757,0.603175677813757,0.603175677813757
38660,0.614500802396032,0.614500802396032,0.614500802396032,0.614500802396032,0.614500802396032
38661,0.61948147597825,0.61948147597825,0.61948147597825,0.61948147597825,0.61948147597825
38662,0.629133665533985,0.629133665533985,0.629133665533985,0.629133665533985,0.629133665533985
38663,0.637589033348855,0.637589033348855,0.637589033348855,0.637589033348855,0.637589033348855
38664,0.640502909137023,0.640502909137023,0.640502909137023,0.640502909137023,0.640502909137023
38665,0.649662339118849,0.649662339118849,0.649662339118849,0.649662339118849,0.649662339118849
38666,0.658631872735326,0.658631872735326,0.658631872735326,0.658631872735326,0.658631872735326
38667,0.665688510076325,0.665688510076325,0.665688510076325,0.665688510076325,0.665688510076325
38668,0.667035536080103,0.667035536080103,0.667035536080103,0.667035536080103,0.667035536080103
38669,0.668869171663918,0.668869171663918,0.668869171663918,0.668869171663918,0.668869171663918
38670,0.672231878095887,0.672231878095887,0.672231878095887,0.672231878095887,0.672231878095887
38671,0.677739479879242,0.677739479879242,0.677739479879242,0.677739479879242,0.677739479879242
38672,0.681815346998026,0.681815346998026,0.681815346998026,0.681815346998026,0.681815346998026
38673,0.682961755102914,0.682961755102914,0.682961755102914,0.682961755102914,0.682961755102914
38674,0.683317522200951,0.683317522200951,0.683317522200951,0.683317522200951,0.683317522200951
38675,0.684511510268309,0.684511510268309,0.684511510268309,0.684511510268309,0.684511510268309
38676,0.685669899270487,0.685669899270487,0.685669899270487,0.685669899270487,0.685669899270487
38677,0.688474557694356,0.688474557694356,0.688474557694356,0.688474557694356,0.688474557694356
38678,0.69039876600845,0.69039876600845,0.69039876600845,0.69039876600845,0.69039876600845
38679,0.690603197982127,0.690603197982127,0.690603197982127,0.690603197982127,0.690603197982127
38680,0.691229199650406,0.691229199650406,0.691229199650406,0.691229199650406,0.691229199650406
38681,0.691501573839015,0.691501573839015,0.691501573839015,0.691501573839015,0.691501573839015
38682,0.691557386933009,0.691557386933009,0.691557386933009,0.691557386933009,0.691557386933009
38683,0.6916755563071,0.6916755563071,0.6916755563071,0.6916755563071,0.6916755563071
38684,0.691676257015128,0.691676257015128,0.691676257015128,0.691676257015128,0.691676257015128
38685,0.691676852616829,0.691676852616829,0.691676852616829,0.691676852616829,0.691676852616829
38686,0.6917052498999,0.6917052498999,0.6917052498999,0.6917052498999,0.6917052498999
38687,0.692945194721529,0.692945194721529,0.692945194721529,0.692945194721529,0.692945194721529
38688,0.693717811675833,0.693717811675833,0.693717811675833,0.693717811675833,0.693717811675833
38689,0.693718123365124,0.693718123365124,0.693718123365124,0.693718123365124,0.693718123365124
38690,0.693736561652403,0.693736561652403,0.693736561652403,0.693736561652403,0.693736561652403
38691,0.694285849822578,0.694285849822578,0.694285849822578,0.694285849822578,0.694285849822578
38692,0.695087560203832,0.695087560203832,0.695087560203832,0.695087560203832,0.695087560203832
38693,0.695384309714999,0.695384309714999,0.695384309714999,0.695384309714999,0.695384309714999
38694,0.696403665364946,0.696403665364946,0.696403665364946,0.696403665364946,0.696403665364946
38695,0.697067469750951,0.697067469750951,0.697067469750951,0.697067469750951,0.697067469750951
38696,0.69849238983402,0.69849238983402,0.69849238983402,0.69849238983402,0.69849238983402
38697,0.69878431691563,0.69878431691563,0.69878431691563,0.69878431691563,0.69878431691563
38698,0.699195048841445,0.699195048841445,0.699195048841445,0.699195048841445,0.699195048841445
38699,0.703228216072536,0.703228216072536,0.703228216072536,0.703228216072536,0.703228216072536
38700,0.705551143878105,0.705551143878105,0.705551143878105,0.705551143878105,0.705551143878105
38701,0.708263860011156,0.708263860011156,0.708263860011156,0.708263860011156,0.708263860011156
38702,0.711029985364539,0.711029985364539,0.711029985364539,0.711029985364539,0.711029985364539
38703,0.712360606199765,0.712360606199765,0.712360606199765,0.712360606199765,0.712360606199765
38704,0.712360634278188,0.712360634278188,0.712360634278188,0.712360634278188,0.712360634278188
38705,0.712700246817903,0.712700246817903,0.712700246817903,0.712700246817903,0.712700246817903
38706,0.713049456627681,0.713049456627681,0.713049456627681,0.713049456627681,0.713049456627681
38707,0.7139111680484,0.7139111680484,0.7139111680484,0.7139111680484,0.7139111680484
38708,0.714677193635325,0.714677193635325,0.714677193635325,0.714677193635325,0.714677193635325
38709,0.717738895577053,0.717738895577053,0.717738895577053,0.717738895577053,0.717738895577053
38710,0.718240090030475,0.718240090030475,0.718240090030475,0.718240090030475,0.718240090030475
38711,0.720527621710332,0.720527621710332,0.720527621710332,0.720527621710332,0.720527621710332
38712,0.721050880174047,0.721050880174047,0.721050880174047,0.721050880174047,0.721050880174047
38713,0.721096735315801,0.721096735315801,0.721096735315801,0.721096735315801,0.721096735315801
38714,0.721449093527005,0.721449093527005,0.721449093527005,0.721449093527005,0.721449093527005
38715,0.721459711774831,0.721459711774831,0.721459711774831,0.721459711774831,0.721459711774831
38716,0.721459715838779,0.721459715838779,0.721459715838779,0.721459715838779,0.721459715838779
38717,0.721459719293135,0.721459719293135,0.721459719293135,0.721459719293135,0.721459719293135
38718,0.721459722229337,0.721459722229337,0.721459722229337,0.721459722229337,0.721459722229337
38719,0.722097051290627,0.722097051290627,0.722097051290627,0.722097051290627,0.722097051290627
38720,0.722262747291083,0.722262747291083,0.722262747291083,0.722262747291083,0.722262747291083
38721,0.722262749099595,0.722262749099595,0.722262749099595,0.722262749099595,0.722262749099595
38722,0.722399268464794,0.722399268464794,0.722399268464794,0.722399268464794,0.722399268464794
38723,0.722539064296995,0.722539064296995,0.722539064296995,0.722539064296995,0.722539064296995
38724,0.722539065409502,0.722539065409502,0.722539065409502,0.722539065409502,0.722539065409502
38725,0.722539066355132,0.722539066355132,0.722539066355132,0.722539066355132,0.722539066355132
38726,0.722539067158918,0.722539067158918,0.722539067158918,0.722539067158918,0.722539067158918
38727,0.722539067842136,0.722539067842136,0.722539067842136,0.722539067842136,0.722539067842136
38728,0.722539068422872,0.722539068422872,0.722539068422872,0.722539068422872,0.722539068422872
38729,0.72316740859676,0.72316740859676,0.72316740859676,0.72316740859676,0.72316740859676
38730,0.723682607408487,0.723682607408487,0.723682607408487,0.723682607408487,0.723682607408487
38731,0.723692230747946,0.723692230747946,0.723692230747946,0.723692230747946,0.723692230747946
38732,0.723692231052156,0.723692231052156,0.723692231052156,0.723692231052156,0.723692231052156
38733,0.723692231310735,0.723692231310735,0.723692231310735,0.723692231310735,0.723692231310735
38734,0.723692231530527,0.723692231530527,0.723692231530527,0.723692231530527,0.723692231530527
38735,0.723692231717351,0.723692231717351,0.723692231717351,0.723692231717351,0.723692231717351
38736,0.723746263052645,0.723746263052645,0.723746263052645,0.723746263052645,0.723746263052645
38737,0.723746263187652,0.723746263187652,0.723746263187652,0.723746263187652,0.723746263187652
38738,0.724192259234237,0.724192259234237,0.724192259234237,0.724192259234237,0.724192259234237
38739,0.724359526829631,0.724359526829631,0.724359526829631,0.724359526829631,0.724359526829631
38740,0.72435952691278,0.72435952691278,0.72435952691278,0.72435952691278,0.72435952691278
38741,0.724359526983457,0.724359526983457,0.724359526983457,0.724359526983457,0.724359526983457
38742,0.724359527043532,0.724359527043532,0.724359527043532,0.724359527043532,0.724359527043532
38743,0.724359527094596,0.724359527094596,0.724359527094596,0.724359527094596,0.724359527094596
38744,0.724407971403209,0.724407971403209,0.724407971403209,0.724407971403209,0.724407971403209
38745,0.724407971440107,0.724407971440107,0.724407971440107,0.724407971440107,0.724407971440107
38746,0.72440797147147,0.72440797147147,0.72440797147147,0.72440797147147,0.72440797147147
38747,0.724407971498129,0.724407971498129,0.724407971498129,0.724407971498129,0.724407971498129
38748,0.725570313186808,0.725570313186808,0.725570313186808,0.725570313186808,0.725570313186808
38749,0.726968598433388,0.726968598433388,0.726968598433388,0.726968598433388,0.726968598433388
38750,0.727455041839931,0.727455041839931,0.727455041839931,0.727455041839931,0.727455041839931
38751,0.727843036752117,0.727843036752117,0.727843036752117,0.727843036752117,0.727843036752117
38752,0.728412178005591,0.728412178005591,0.728412178005591,0.728412178005591,0.728412178005591
38753,0.728412178015687,0.728412178015687,0.728412178015687,0.728412178015687,0.728412178015687
38754,0.728412178024268,0.728412178024268,0.728412178024268,0.728412178024268,0.728412178024268
38755,0.728428175933578,0.728428175933578,0.728428175933578,0.728428175933578,0.728428175933578
38756,0.730680350321343,0.730680350321343,0.730680350321343,0.730680350321343,0.730680350321343
38757,0.733210049248694,0.733210049248694,0.733210049248694,0.733210049248694,0.733210049248694
38758,0.733806608171661,0.733806608171661,0.733806608171661,0.733806608171661,0.733806608171661
38759,0.734961604510696,0.734961604510696,0.734961604510696,0.734961604510696,0.734961604510696
38760,0.735112581989883,0.735112581989883,0.735112581989883,0.735112581989883,0.735112581989883
38761,0.73511258199265,0.73511258199265,0.73511258199265,0.73511258199265,0.73511258199265
38762,0.737618408349493,0.737618408349493,0.737618408349493,0.737618408349493,0.737618408349493
38763,0.737700652504273,0.737700652504273,0.737700652504273,0.737700652504273,0.737700652504273
38764,0.739344992496417,0.739344992496417,0.739344992496417,0.739344992496417,0.739344992496417
38765,0.741155732797208,0.741155732797208,0.741155732797208,0.741155732797208,0.741155732797208
38766,0.744159705593581,0.744159705593581,0.744159705593581,0.744159705593581,0.744159705593581
38767,0.746196550785209,0.746196550785209,0.746196550785209,0.746196550785209,0.746196550785209
38768,0.747807141909635,0.747807141909635,0.747807141909635,0.747807141909635,0.747807141909635
38769,0.74870276584815,0.74870276584815,0.74870276584815,0.74870276584815,0.74870276584815
38770,0.749106453297423,0.749106453297423,0.749106453297423,0.749106453297423,0.749106453297423
38771,0.749278730265463,0.749278730265463,0.749278730265463,0.749278730265463,0.749278730265463
38772,0.749365521526118,0.749365521526118,0.749365521526118,0.749365521526118,0.749365521526118
38773,0.750690780597356,0.750690780597356,0.750690780597356,0.750690780597356,0.750690780597356
38774,0.750752275824524,0.750752275824524,0.750752275824524,0.750752275824524,0.750752275824524
38775,0.752256109878684,0.752256109878684,0.752256109878684,0.752256109878684,0.752256109878684
38776,0.752256109878928,0.752256109878928,0.752256109878928,0.752256109878928,0.752256109878928
38777,0.752450718068686,0.752450718068686,0.752450718068686,0.752450718068686,0.752450718068686
38778,0.752450718068862,0.752450718068862,0.752450718068862,0.752450718068862,0.752450718068862
38779,0.752450718069012,0.752450718069012,0.752450718069012,0.752450718069012,0.752450718069012
38780,0.752450718069139,0.752450718069139,0.752450718069139,0.752450718069139,0.752450718069139
38781,0.752450718069247,0.752450718069247,0.752450718069247,0.752450718069247,0.752450718069247
38782,0.752450718069339,0.752450718069339,0.752450718069339,0.752450718069339,0.752450718069339
38783,0.752450718069417,0.752450718069417,0.752450718069417,0.752450718069417,0.752450718069417
38784,0.752450718069484,0.752450718069484,0.752450718069484,0.752450718069484,0.752450718069484
38785,0.75245071806954,0.75245071806954,0.75245071806954,0.75245071806954,0.75245071806954
38786,0.752450718069588,0.752450718069588,0.752450718069588,0.752450718069588,0.752450718069588
38787,0.752450718069629,0.752450718069629,0.752450718069629,0.752450718069629,0.752450718069629
38788,0.752450718069664,0.752450718069664,0.752450718069664,0.752450718069664,0.752450718069664
38789,0.752450718069693,0.752450718069693,0.752450718069693,0.752450718069693,0.752450718069693
38790,0.752450718069718,0.752450718069718,0.752450718069718,0.752450718069718,0.752450718069718
38791,0.75245071806974,0.75245071806974,0.75245071806974,0.75245071806974,0.75245071806974
38792,0.752450718069758,0.752450718069758,0.752450718069758,0.752450718069758,0.752450718069758
38793,0.752450718069773,0.752450718069773,0.752450718069773,0.752450718069773,0.752450718069773
38794,0.752450718069786,0.752450718069786,0.752450718069786,0.752450718069786,0.752450718069786
38795,0.752450718069797,0.752450718069797,0.752450718069797,0.752450718069797,0.752450718069797
38796,0.754358054164859,0.754358054164859,0.754358054164859,0.754358054164859,0.754358054164859
38797,0.75778163001779,0.75778163001779,0.75778163001779,0.75778163001779,0.75778163001779
38798,0.757781630017796,0.757781630017796,0.757781630017796,0.757781630017796,0.757781630017796
38799,0.757781630017802,0.757781630017802,0.757781630017802,0.757781630017802,0.757781630017802
38800,0.75863947911225,0.75863947911225,0.75863947911225,0.75863947911225,0.75863947911225
38801,0.764542199803851,0.764542199803851,0.764542199803851,0.764542199803851,0.764542199803851
38802,0.765545781114245,0.765545781114245,0.765545781114245,0.765545781114245,0.765545781114245
38803,0.769556271252266,0.769556271252266,0.769556271252266,0.769556271252266,0.769556271252266
38804,0.784901447738488,0.784901447738488,0.784901447738488,0.784901447738488,0.784901447738488
38805,0.805225541352819,0.805225541352819,0.805225541352819,0.805225541352819,0.805225541352819
38806,0.81259299686221,0.81259299686221,0.81259299686221,0.81259299686221,0.81259299686221
38807,0.818450607312473,0.818450607312473,0.818450607312473,0.818450607312473,0.818450607312473
38808,0.822842454299703,0.822842454299703,0.822842454299703,0.822842454299703,0.822842454299703
38809,0.83716321120194,0.83716321120194,0.83716321120194,0.83716321120194,0.83716321120194
38810,0.847875899754729,0.847875899754729,0.847875899754729,0.847875899754729,0.847875899754729
38811,0.859458998997846,0.859458998997846,0.859458998997846,0.859458998997846,0.859458998997846
38812,0.867491104571892,0.867491104571892,0.867491104571892,0.867491104571892,0.867491104571892
38813,0.874640141409225,0.874640141409225,0.874640141409225,0.874640141409225,0.874640141409225
38814,0.883650637398246,0.883650637398246,0.883650637398246,0.883650637398246,0.883650637398246
38815,0.914502869064645,0.914502869064645,0.914502869064645,0.914502869064645,0.914502869064645
38816,0.927925705329982,0.927925705329982,0.927925705329982,0.927925705329982,0.927925705329982
38817,0.93699313704548,0.93699313704548,0.93699313704548,0.93699313704548,0.93699313704548
38818,0.953336538532147,0.953336538532147,0.953336538532147,0.953336538532147,0.953336538532147
38819,0.96605520813363,0.96605520813363,0.96605520813363,0.96605520813363,0.96605520813363
38820,0.972006190147,0.972006190147,0.972006190147,0.972006190147,0.972006190147
38821,0.982442449459372,0.982442449459372,0.982442449459372,0.982442449459372,0.982442449459372
38822,1.00615858064718,1.00615858064718,1.00615858064718,1.00615858064718,1.00615858064718
38823,1.04559018504215,1.04559018504215,1.04559018504215,1.04559018504215,1.04559018504215
38824,1.08793129561271,1.08793129561271,1.08793129561271,1.08793129561271,1.08793129561271
38825,1.11883366392913,1.11883366392913,1.11883366392913,1.11883366392913,1.11883366392913
38826,1.14305939829444,1.14305939829444,1.14305939829444,1.14305939829444,1.14305939829444
38827,1.17321828549685,1.17321828549685,1.17321828549685,1.17321828549685,1.17321828549685
38828,1.20839507267096,1.20839507267096,1.20839507267096,1.20839507267096,1.20839507267096
38829,1.23717689850292,1.23717689850292,1.23717689850292,1.23717689850292,1.23717689850292
38830,1.26874212868243,1.26874212868243,1.26874212868243,1.26874212868243,1.26874212868243
38831,1.2922945829851,1.2922945829851,1.2922945829851,1.2922945829851,1.2922945829851
38832,1.31323449925932,1.31323449925932,1.31323449925932,1.31323449925932,1.31323449925932
38833,1.39335331815137,1.39335331815137,1.39335331815137,1.39335331815137,1.39335331815137
38834,1.43605774870474,1.43605774870474,1.43605774870474,1.43605774870474,1.43605774870474
38835,1.50446513597288,1.50446513597288,1.50446513597288,1.50446513597288,1.50446513597288
38836,1.54611356608333,1.54611356608333,1.54611356608333,1.54611356608333,1.54611356608333
38837,1.57082528773355,1.57082528773355,1.57082528773355,1.57082528773355,1.57082528773355
38838,1.5987559516491,1.5987559516491,1.5987559516491,1.5987559516491,1.5987559516491
38839,1.67121753237158,1.67121753237158,1.67121753237158,1.67121753237158,1.67121753237158
38840,1.73289600456971,1.73289600456971,1.73289600456971,1.73289600456971,1.73289600456971
38841,1.87935362316302,1.87935362316302,1.87935362316302,1.87935362316302,1.87935362316302
38842,2.03509505103278,2.03509505103278,2.03509505103278,2.03509505103278,2.03509505103278
38843,2.19519058488443,2.19519058488443,2.19519058488443,2.19519058488443,2.19519058488443
38844,2.32458191636091,2.32458191636091,2.32458191636091,2.32458191636091,2.32458191636091
38845,2.45851728978258,2.45851728978258,2.45851728978258,2.45851728978258,2.45851728978258
38846,2.61035269078491,2.61035269078491,2.61035269078491,2.61035269078491,2.61035269078491
38847,2.76759416432937,2.76759416432937,2.76759416432937,2.76759416432937,2.76759416432937
38848,2.96083135014056,2.96083135014056,2.96083135014056,2.96083135014056,2.96083135014056
38849,3.17957500685287,3.17957500685287,3.17957500685287,3.17957500685287,3.17957500685287
38850,3.3409706622788,3.3409706622788,3.3409706622788,3.3409706622788,3.3409706622788
38851,3.48829693018904,3.48829693018904,3.48829693018904,3.48829693018904,3.48829693018904
38852,3.60107338699505,3.60107338699505,3.60107338699505,3.60107338699505,3.60107338699505
38853,3.70490573219106,3.70490573219106,3.70490573219106,3.70490573219106,3.70490573219106
38854,3.75391184727082,3.75391184727082,3.75391184727082,3.75391184727082,3.75391184727082
38855,3.83478124263859,3.83478124263859,3.83478124263859,3.83478124263859,3.83478124263859
38856,3.91483579070432,3.91483579070432,3.91483579070432,3.91483579070432,3.91483579070432
38857,3.97653225561835,3.97653225561835,3.97653225561835,3.97653225561835,3.97653225561835
38858,4.05422299718718,4.05422299718718,4.05422299718718,4.05422299718718,4.05422299718718
38859,4.16893180365182,4.16893180365182,4.16893180365182,4.16893180365182,4.16893180365182
38860,4.29349945578275,4.29349945578275,4.29349945578275,4.29349945578275,4.29349945578275
38861,4.41454236091355,4.41454236091355,4.41454236091355,4.41454236091355,4.41454236091355
38862,4.52775259042208,4.52775259042208,4.52775259042208,4.52775259042208,4.52775259042208
38863,4.71497084826741,4.71497084826741,4.71497084826741,4.71497084826741,4.71497084826741
38864,4.88850616157121,4.88850616157121,4.88850616157121,4.88850616157121,4.88850616157121
38865,5.00529936360858,5.00529936360858,5.00529936360858,5.00529936360858,5.00529936360858
38866,5.16254376161798,5.16254376161798,5.16254376161798,5.16254376161798,5.16254376161798
38867,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38868,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38869,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38870,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38871,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38872,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38873,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38874,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38875,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38876,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38877,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38878,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38879,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38880,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38881,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268,5.37192574921268
38882,5.37192574921268,5.33373135713578,5.29553696505887,5.25734257298197,5.21914818090507
38883,5.37192574921268,5.3066893391551,5.24184022023318,5.17737839244692,5.11330385579632
38884,5.37192574921268,5.28089882896681,5.19088953329251,5.10189221548504,5.01390122883963
38885,5.37192574921268,5.25745163816619,5.14479443423687,5.03393501117478,4.92485434301544
38886,5.37192574921268,5.2350548941876,5.10096078565718,4.96960132173197,4.84093482501046
38887,5.37192574921268,5.2086702175209,5.04954310093775,4.89446094974738,4.74334157893825
38888,5.37192574921268,5.17898079728103,4.99197830958706,4.8107656675067,4.63519339093846
38889,5.37192574921268,5.15163577867139,4.93926301863782,4.73456313933339,4.53729810652184
38890,5.37192574921268,5.12582608342024,4.88977160319107,4.66340265534921,4.44637065246714
38891,5.37192574921268,5.10445138865238,4.84899090802046,4.60506348813079,4.37220518998399
38892,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38893,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38894,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38895,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38896,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38897,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38898,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38899,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38900,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38901,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38902,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38903,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38904,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38905,5.37192574921268,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38906,5.25723672880797,5.08209389157008,4.8065137476662,4.54455295389675,4.29560415505547
38907,4.98864044134734,4.81349760410945,4.64137610965562,4.54455295389675,4.29560415505547
38908,4.72004415388671,4.54490131664881,4.37277982219499,4.27595666643612,4.15619352233992
38909,4.45144786642607,4.27630502918818,4.10418353473435,4.00736037897549,3.88759723487928
38910,4.18285157896544,4.00770874172755,3.83558724727372,3.73876409151485,3.61900094741865
38911,3.9142552915048,3.73911245426691,3.56699095981308,3.47016780405422,3.35040465995802
38912,3.64565900404417,3.47051616680628,3.29839467235245,3.20157151659358,3.08180837249738
38913,3.37706271658354,3.20191987934564,3.02979838489182,2.93297522913295,2.81321208503675
38914,3.1084664291229,2.93332359188501,2.76120209743118,2.66437894167232,2.54461579757612
38915,2.83987014166227,2.66472730442438,2.49260580997055,2.39578265421168,2.27601951011548
38916,2.57127385420163,2.39613101696374,2.22400952250991,2.12718636675105,2.00742322265485
